Query_ID,Identity_ID,Name,Image_Type,Priority,Query
Q000356,ID000045,Benjamin-Netanyahu,Fake,3,Benjamin-Netanyahu AI image
Q000357,ID000045,Benjamin-Netanyahu,Fake,4,Benjamin-Netanyahu viral deepfake
Q000358,ID000045,Benjamin-Netanyahu,Fake,5,Benjamin-Netanyahu synthetic face
Q000359,ID000045,Benjamin-Netanyahu,Fake,6,Benjamin-Netanyahu Stable Diffusion
Q000360,ID000045,Benjamin-Netanyahu,Fake,7,Benjamin-Netanyahu Midjourney
Q000361,ID000046,Benson-Boone,Real,1,Benson-Boone
Q000362,ID000046,Benson-Boone,Fake,1,Benson-Boone AI generated
Q000363,ID000046,Benson-Boone,Fake,2,Benson-Boone deepfake
Q000364,ID000046,Benson-Boone,Fake,3,Benson-Boone AI image
Q000365,ID000046,Benson-Boone,Fake,4,Benson-Boone viral deepfake
Q000366,ID000046,Benson-Boone,Fake,5,Benson-Boone synthetic face
Q000367,ID000046,Benson-Boone,Fake,6,Benson-Boone Stable Diffusion
Q000368,ID000046,Benson-Boone,Fake,7,Benson-Boone Midjourney
Q000369,ID000047,Beyonacca,Real,1,Beyonacca
Q000370,ID000047,Beyonacca,Fake,1,Beyonacca AI generated
Q000371,ID000047,Beyonacca,Fake,2,Beyonacca deepfake
Q000372,ID000047,Beyonacca,Fake,3,Beyonacca AI image
Q000373,ID000047,Beyonacca,Fake,4,Beyonacca viral deepfake
Q000374,ID000047,Beyonacca,Fake,5,Beyonacca synthetic face
Q000375,ID000047,Beyonacca,Fake,6,Beyonacca Stable Diffusion
Q000376,ID000047,Beyonacca,Fake,7,Beyonacca Midjourney
Q000377,ID000048,Bill Paxton,Real,1,Bill Paxton
Q000378,ID000048,Bill Paxton,Fake,1,Bill Paxton AI generated
Q000379,ID000048,Bill Paxton,Fake,2,Bill Paxton deepfake
Q000380,ID000048,Bill Paxton,Fake,3,Bill Paxton AI image
Q000381,ID000048,Bill Paxton,Fake,4,Bill Paxton viral deepfake
Q000382,ID000048,Bill Paxton,Fake,5,Bill Paxton synthetic face
Q000383,ID000048,Bill Paxton,Fake,6,Bill Paxton Stable Diffusion
Q000384,ID000048,Bill Paxton,Fake,7,Bill Paxton Midjourney
Q000385,ID000049,Billy Bob Thornton,Real,1,Billy Bob Thornton
Q000386,ID000049,Billy Bob Thornton,Fake,1,Billy Bob Thornton AI generated
Q000387,ID000049,Billy Bob Thornton,Fake,2,Billy Bob Thornton deepfake
Q000388,ID000049,Billy Bob Thornton,Fake,3,Billy Bob Thornton AI image
Q000389,ID000049,Billy Bob Thornton,Fake,4,Billy Bob Thornton viral deepfake
Q000390,ID000049,Billy Bob Thornton,Fake,5,Billy Bob Thornton synthetic face
Q000391,ID000049,Billy Bob Thornton,Fake,6,Billy Bob Thornton Stable Diffusion
Q000392,ID000049,Billy Bob Thornton,Fake,7,Billy Bob Thornton Midjourney
Q000393,ID000050,Blair-Parry-Okeden,Real,1,Blair-Parry-Okeden
Q000394,ID000050,Blair-Parry-Okeden,Fake,1,Blair-Parry-Okeden AI generated
Q000395,ID000050,Blair-Parry-Okeden,Fake,2,Blair-Parry-Okeden deepfake
Q000396,ID000050,Blair-Parry-Okeden,Fake,3,Blair-Parry-Okeden AI image
Q000397,ID000050,Blair-Parry-Okeden,Fake,4,Blair-Parry-Okeden viral deepfake
Q000398,ID000050,Blair-Parry-Okeden,Fake,5,Blair-Parry-Okeden synthetic face
Q000399,ID000050,Blair-Parry-Okeden,Fake,6,Blair-Parry-Okeden Stable Diffusion
Q000400,ID000050,Blair-Parry-Okeden,Fake,7,Blair-Parry-Okeden Midjourney
Q000401,ID000051,Bob Dylan,Real,1,Bob Dylan
Q000402,ID000051,Bob Dylan,Fake,1,Bob Dylan AI generated
Q000403,ID000051,Bob Dylan,Fake,2,Bob Dylan deepfake
Q000404,ID000051,Bob Dylan,Fake,3,Bob Dylan AI image
Q000405,ID000051,Bob Dylan,Fake,4,Bob Dylan viral deepfake
Q000406,ID000051,Bob Dylan,Fake,5,Bob Dylan synthetic face
Q000407,ID000051,Bob Dylan,Fake,6,Bob Dylan Stable Diffusion
Q000408,ID000051,Bob Dylan,Fake,7,Bob Dylan Midjourney
Q000409,ID000052,Brad Pitt,Real,1,Brad Pitt
Q000410,ID000052,Brad Pitt,Fake,1,Brad Pitt AI generated
Q000411,ID000052,Brad Pitt,Fake,2,Brad Pitt deepfake
Q000412,ID000052,Brad Pitt,Fake,3,Brad Pitt AI image
Q000413,ID000052,Brad Pitt,Fake,4,Brad Pitt viral deepfake
Q000414,ID000052,Brad Pitt,Fake,5,Brad Pitt synthetic face
Q000415,ID000052,Brad Pitt,Fake,6,Brad Pitt Stable Diffusion
Q000416,ID000052,Brad Pitt,Fake,7,Brad Pitt Midjourney
Q000417,ID000053,Brenda-Tau,Real,1,Brenda-Tau
Q000418,ID000053,Brenda-Tau,Fake,1,Brenda-Tau AI generated
Q000419,ID000053,Brenda-Tau,Fake,2,Brenda-Tau deepfake
Q000420,ID000053,Brenda-Tau,Fake,3,Brenda-Tau AI image
Q000421,ID000053,Brenda-Tau,Fake,4,Brenda-Tau viral deepfake
Q000422,ID000053,Brenda-Tau,Fake,5,Brenda-Tau synthetic face
Q000423,ID000053,Brenda-Tau,Fake,6,Brenda-Tau Stable Diffusion
Q000424,ID000053,Brenda-Tau,Fake,7,Brenda-Tau Midjourney
Q000425,ID000054,Bruce Willis,Real,1,Bruce Willis
Q000426,ID000054,Bruce Willis,Fake,1,Bruce Willis AI generated
Q000427,ID000054,Bruce Willis,Fake,2,Bruce Willis deepfake
Q000428,ID000054,Bruce Willis,Fake,3,Bruce Willis AI image
Q000429,ID000054,Bruce Willis,Fake,4,Bruce Willis viral deepfake
Q000430,ID000054,Bruce Willis,Fake,5,Bruce Willis synthetic face
Q000431,ID000054,Bruce Willis,Fake,6,Bruce Willis Stable Diffusion
Q000432,ID000054,Bruce Willis,Fake,7,Bruce Willis Midjourney
Q000433,ID000055,Bukayo Saka,Real,1,Bukayo Saka
Q000434,ID000055,Bukayo Saka,Fake,1,Bukayo Saka AI generated
Q000435,ID000055,Bukayo Saka,Fake,2,Bukayo Saka deepfake
Q000436,ID000055,Bukayo Saka,Fake,3,Bukayo Saka AI image
Q000437,ID000055,Bukayo Saka,Fake,4,Bukayo Saka viral deepfake
Q000438,ID000055,Bukayo Saka,Fake,5,Bukayo Saka synthetic face
Q000439,ID000055,Bukayo Saka,Fake,6,Bukayo Saka Stable Diffusion
Q000440,ID000055,Bukayo Saka,Fake,7,Bukayo Saka Midjourney
Q000441,ID000056,Burak-Özçivit,Real,1,Burak-Özçivit
Q000442,ID000056,Burak-Özçivit,Fake,1,Burak-Özçivit AI generated
Q000443,ID000056,Burak-Özçivit,Fake,2,Burak-Özçivit deepfake
Q000444,ID000056,Burak-Özçivit,Fake,3,Burak-Özçivit AI image
Q000445,ID000056,Burak-Özçivit,Fake,4,Burak-Özçivit viral deepfake
Q000446,ID000056,Burak-Özçivit,Fake,5,Burak-Özçivit synthetic face
Q000447,ID000056,Burak-Özçivit,Fake,6,Burak-Özçivit Stable Diffusion
Q000448,ID000056,Burak-Özçivit,Fake,7,Burak-Özçivit Midjourney
Q000449,ID000057,Caitlin-Clark,Real,1,Caitlin-Clark
Q000450,ID000057,Caitlin-Clark,Fake,1,Caitlin-Clark AI generated
Q000451,ID000057,Caitlin-Clark,Fake,2,Caitlin-Clark deepfake
Q000452,ID000057,Caitlin-Clark,Fake,3,Caitlin-Clark AI image
Q000453,ID000057,Caitlin-Clark,Fake,4,Caitlin-Clark viral deepfake
Q000454,ID000057,Caitlin-Clark,Fake,5,Caitlin-Clark synthetic face
Q000455,ID000057,Caitlin-Clark,Fake,6,Caitlin-Clark Stable Diffusion
Q000456,ID000057,Caitlin-Clark,Fake,7,Caitlin-Clark Midjourney
Q000457,ID000058,Caleb Williams,Real,1,Caleb Williams
Q000458,ID000058,Caleb Williams,Fake,1,Caleb Williams AI generated
Q000459,ID000058,Caleb Williams,Fake,2,Caleb Williams deepfake
Q000460,ID000058,Caleb Williams,Fake,3,Caleb Williams AI image
Q000461,ID000058,Caleb Williams,Fake,4,Caleb Williams viral deepfake
Q000462,ID000058,Caleb Williams,Fake,5,Caleb Williams synthetic face
Q000463,ID000058,Caleb Williams,Fake,6,Caleb Williams Stable Diffusion
Q000464,ID000058,Caleb Williams,Fake,7,Caleb Williams Midjourney
Q000465,ID000059,Cameron Diaz,Real,1,Cameron Diaz
Q000466,ID000059,Cameron Diaz,Fake,1,Cameron Diaz AI generated
Q000467,ID000059,Cameron Diaz,Fake,2,Cameron Diaz deepfake
Q000468,ID000059,Cameron Diaz,Fake,3,Cameron Diaz AI image
Q000469,ID000059,Cameron Diaz,Fake,4,Cameron Diaz viral deepfake
Q000470,ID000059,Cameron Diaz,Fake,5,Cameron Diaz synthetic face
Q000471,ID000059,Cameron Diaz,Fake,6,Cameron Diaz Stable Diffusion
Q000472,ID000059,Cameron Diaz,Fake,7,Cameron Diaz Midjourney
Q000473,ID000060,Cameron-Green,Real,1,Cameron-Green
Q000474,ID000060,Cameron-Green,Fake,1,Cameron-Green AI generated
Q000475,ID000060,Cameron-Green,Fake,2,Cameron-Green deepfake
Q000476,ID000060,Cameron-Green,Fake,3,Cameron-Green AI image
Q000477,ID000060,Cameron-Green,Fake,4,Cameron-Green viral deepfake
Q000478,ID000060,Cameron-Green,Fake,5,Cameron-Green synthetic face
Q000479,ID000060,Cameron-Green,Fake,6,Cameron-Green Stable Diffusion
Q000480,ID000060,Cameron-Green,Fake,7,Cameron-Green Midjourney
Q000481,ID000061,Carey Mulligan,Real,1,Carey Mulligan
Q000482,ID000061,Carey Mulligan,Fake,1,Carey Mulligan AI generated
Q000483,ID000061,Carey Mulligan,Fake,2,Carey Mulligan deepfake
Q000484,ID000061,Carey Mulligan,Fake,3,Carey Mulligan AI image
Q000485,ID000061,Carey Mulligan,Fake,4,Carey Mulligan viral deepfake
Q000486,ID000061,Carey Mulligan,Fake,5,Carey Mulligan synthetic face
Q000487,ID000061,Carey Mulligan,Fake,6,Carey Mulligan Stable Diffusion
Q000488,ID000061,Carey Mulligan,Fake,7,Carey Mulligan Midjourney
Q000489,ID000062,Carla Gugino,Real,1,Carla Gugino
Q000490,ID000062,Carla Gugino,Fake,1,Carla Gugino AI generated
Q000491,ID000062,Carla Gugino,Fake,2,Carla Gugino deepfake
Q000492,ID000062,Carla Gugino,Fake,3,Carla Gugino AI image
Q000493,ID000062,Carla Gugino,Fake,4,Carla Gugino viral deepfake
Q000494,ID000062,Carla Gugino,Fake,5,Carla Gugino synthetic face
Q000495,ID000062,Carla Gugino,Fake,6,Carla Gugino Stable Diffusion
Q000496,ID000062,Carla Gugino,Fake,7,Carla Gugino Midjourney
Q000497,ID000063,Carlos Alcaraz,Real,1,Carlos Alcaraz
Q000498,ID000063,Carlos Alcaraz,Fake,1,Carlos Alcaraz AI generated
Q000499,ID000063,Carlos Alcaraz,Fake,2,Carlos Alcaraz deepfake
Q000500,ID000063,Carlos Alcaraz,Fake,3,Carlos Alcaraz AI image
Q000501,ID000063,Carlos Alcaraz,Fake,4,Carlos Alcaraz viral deepfake
Q000502,ID000063,Carlos Alcaraz,Fake,5,Carlos Alcaraz synthetic face
Q000503,ID000063,Carlos Alcaraz,Fake,6,Carlos Alcaraz Stable Diffusion
Q000504,ID000063,Carlos Alcaraz,Fake,7,Carlos Alcaraz Midjourney
Q000505,ID000064,Carrie-Anne Moss,Real,1,Carrie-Anne Moss
Q000506,ID000064,Carrie-Anne Moss,Fake,1,Carrie-Anne Moss AI generated
Q000507,ID000064,Carrie-Anne Moss,Fake,2,Carrie-Anne Moss deepfake
Q000508,ID000064,Carrie-Anne Moss,Fake,3,Carrie-Anne Moss AI image
Q000509,ID000064,Carrie-Anne Moss,Fake,4,Carrie-Anne Moss viral deepfake
Q000510,ID000064,Carrie-Anne Moss,Fake,5,Carrie-Anne Moss synthetic face
Q000511,ID000064,Carrie-Anne Moss,Fake,6,Carrie-Anne Moss Stable Diffusion
Q000512,ID000064,Carrie-Anne Moss,Fake,7,Carrie-Anne Moss Midjourney
Q000513,ID000065,Charles Chaplin,Real,1,Charles Chaplin
Q000514,ID000065,Charles Chaplin,Fake,1,Charles Chaplin AI generated
Q000515,ID000065,Charles Chaplin,Fake,2,Charles Chaplin deepfake
Q000516,ID000065,Charles Chaplin,Fake,3,Charles Chaplin AI image
Q000517,ID000065,Charles Chaplin,Fake,4,Charles Chaplin viral deepfake
Q000518,ID000065,Charles Chaplin,Fake,5,Charles Chaplin synthetic face
Q000519,ID000065,Charles Chaplin,Fake,6,Charles Chaplin Stable Diffusion
Q000520,ID000065,Charles Chaplin,Fake,7,Charles Chaplin Midjourney
Q000521,ID000066,Charlize Theron,Real,1,Charlize Theron
Q000522,ID000066,Charlize Theron,Fake,1,Charlize Theron AI generated
Q000523,ID000066,Charlize Theron,Fake,2,Charlize Theron deepfake
Q000524,ID000066,Charlize Theron,Fake,3,Charlize Theron AI image
Q000525,ID000066,Charlize Theron,Fake,4,Charlize Theron viral deepfake
Q000526,ID000066,Charlize Theron,Fake,5,Charlize Theron synthetic face
Q000527,ID000066,Charlize Theron,Fake,6,Charlize Theron Stable Diffusion
Q000528,ID000066,Charlize Theron,Fake,7,Charlize Theron Midjourney
Q000529,ID000067,Charlton Heston,Real,1,Charlton Heston
Q000530,ID000067,Charlton Heston,Fake,1,Charlton Heston AI generated
Q000531,ID000067,Charlton Heston,Fake,2,Charlton Heston deepfake
Q000532,ID000067,Charlton Heston,Fake,3,Charlton Heston AI image
Q000533,ID000067,Charlton Heston,Fake,4,Charlton Heston viral deepfake
Q000534,ID000067,Charlton Heston,Fake,5,Charlton Heston synthetic face
Q000535,ID000067,Charlton Heston,Fake,6,Charlton Heston Stable Diffusion
Q000536,ID000067,Charlton Heston,Fake,7,Charlton Heston Midjourney
Q000537,ID000068,Chloe-Kim,Real,1,Chloe-Kim
Q000538,ID000068,Chloe-Kim,Fake,1,Chloe-Kim AI generated
Q000539,ID000068,Chloe-Kim,Fake,2,Chloe-Kim deepfake
Q000540,ID000068,Chloe-Kim,Fake,3,Chloe-Kim AI image
Q000541,ID000068,Chloe-Kim,Fake,4,Chloe-Kim viral deepfake
Q000542,ID000068,Chloe-Kim,Fake,5,Chloe-Kim synthetic face
Q000543,ID000068,Chloe-Kim,Fake,6,Chloe-Kim Stable Diffusion
Q000544,ID000068,Chloe-Kim,Fake,7,Chloe-Kim Midjourney
Q000545,ID000069,Chlo� Grace Moretz,Real,1,Chlo� Grace Moretz
Q000546,ID000069,Chlo� Grace Moretz,Fake,1,Chlo� Grace Moretz AI generated
Q000547,ID000069,Chlo� Grace Moretz,Fake,2,Chlo� Grace Moretz deepfake
Q000548,ID000069,Chlo� Grace Moretz,Fake,3,Chlo� Grace Moretz AI image
Q000549,ID000069,Chlo� Grace Moretz,Fake,4,Chlo� Grace Moretz viral deepfake
Q000550,ID000069,Chlo� Grace Moretz,Fake,5,Chlo� Grace Moretz synthetic face
Q000551,ID000069,Chlo� Grace Moretz,Fake,6,Chlo� Grace Moretz Stable Diffusion
Q000552,ID000069,Chlo� Grace Moretz,Fake,7,Chlo� Grace Moretz Midjourney
Q000553,ID000070,Chris Cooper,Real,1,Chris Cooper
Q000554,ID000070,Chris Cooper,Fake,1,Chris Cooper AI generated
Q000555,ID000070,Chris Cooper,Fake,2,Chris Cooper deepfake
Q000556,ID000070,Chris Cooper,Fake,3,Chris Cooper AI image
Q000557,ID000070,Chris Cooper,Fake,4,Chris Cooper viral deepfake
Q000558,ID000070,Chris Cooper,Fake,5,Chris Cooper synthetic face
Q000559,ID000070,Chris Cooper,Fake,6,Chris Cooper Stable Diffusion
Q000560,ID000070,Chris Cooper,Fake,7,Chris Cooper Midjourney
Q000561,ID000071,Chris Tucker,Real,1,Chris Tucker
Q000562,ID000071,Chris Tucker,Fake,1,Chris Tucker AI generated
Q000563,ID000071,Chris Tucker,Fake,2,Chris Tucker deepfake
Q000564,ID000071,Chris Tucker,Fake,3,Chris Tucker AI image
Q000565,ID000071,Chris Tucker,Fake,4,Chris Tucker viral deepfake
Q000566,ID000071,Chris Tucker,Fake,5,Chris Tucker synthetic face
Q000567,ID000071,Chris Tucker,Fake,6,Chris Tucker Stable Diffusion
Q000568,ID000071,Chris Tucker,Fake,7,Chris Tucker Midjourney
Q000569,ID000072,Christian Bale,Real,1,Christian Bale
Q000570,ID000072,Christian Bale,Fake,1,Christian Bale AI generated
Q000571,ID000072,Christian Bale,Fake,2,Christian Bale deepfake
Q000572,ID000072,Christian Bale,Fake,3,Christian Bale AI image
Q000573,ID000072,Christian Bale,Fake,4,Christian Bale viral deepfake
Q000574,ID000072,Christian Bale,Fake,5,Christian Bale synthetic face
Q000575,ID000072,Christian Bale,Fake,6,Christian Bale Stable Diffusion
Q000576,ID000072,Christian Bale,Fake,7,Christian Bale Midjourney
Q000577,ID000073,Christian Clavier,Real,1,Christian Clavier
Q000578,ID000073,Christian Clavier,Fake,1,Christian Clavier AI generated
Q000579,ID000073,Christian Clavier,Fake,2,Christian Clavier deepfake
Q000580,ID000073,Christian Clavier,Fake,3,Christian Clavier AI image
Q000581,ID000073,Christian Clavier,Fake,4,Christian Clavier viral deepfake
Q000582,ID000073,Christian Clavier,Fake,5,Christian Clavier synthetic face
Q000583,ID000073,Christian Clavier,Fake,6,Christian Clavier Stable Diffusion
Q000584,ID000073,Christian Clavier,Fake,7,Christian Clavier Midjourney
Q000585,ID000074,Christopher Walken,Real,1,Christopher Walken
Q000586,ID000074,Christopher Walken,Fake,1,Christopher Walken AI generated
Q000587,ID000074,Christopher Walken,Fake,2,Christopher Walken deepfake
Q000588,ID000074,Christopher Walken,Fake,3,Christopher Walken AI image
Q000589,ID000074,Christopher Walken,Fake,4,Christopher Walken viral deepfake
Q000590,ID000074,Christopher Walken,Fake,5,Christopher Walken synthetic face
Q000591,ID000074,Christopher Walken,Fake,6,Christopher Walken Stable Diffusion
Q000592,ID000074,Christopher Walken,Fake,7,Christopher Walken Midjourney
Q000593,ID000075,Christopher-Nolan,Real,1,Christopher-Nolan
Q000594,ID000075,Christopher-Nolan,Fake,1,Christopher-Nolan AI generated
Q000595,ID000075,Christopher-Nolan,Fake,2,Christopher-Nolan deepfake
Q000596,ID000075,Christopher-Nolan,Fake,3,Christopher-Nolan AI image
Q000597,ID000075,Christopher-Nolan,Fake,4,Christopher-Nolan viral deepfake
Q000598,ID000075,Christopher-Nolan,Fake,5,Christopher-Nolan synthetic face
Q000599,ID000075,Christopher-Nolan,Fake,6,Christopher-Nolan Stable Diffusion
Q000600,ID000075,Christopher-Nolan,Fake,7,Christopher-Nolan Midjourney
Q000601,ID000076,Clint Eastwood,Real,1,Clint Eastwood
Q000602,ID000076,Clint Eastwood,Fake,1,Clint Eastwood AI generated
Q000603,ID000076,Clint Eastwood,Fake,2,Clint Eastwood deepfake
Q000604,ID000076,Clint Eastwood,Fake,3,Clint Eastwood AI image
Q000605,ID000076,Clint Eastwood,Fake,4,Clint Eastwood viral deepfake
Q000606,ID000076,Clint Eastwood,Fake,5,Clint Eastwood synthetic face
Q000607,ID000076,Clint Eastwood,Fake,6,Clint Eastwood Stable Diffusion
Q000608,ID000076,Clint Eastwood,Fake,7,Clint Eastwood Midjourney
Q000609,ID000077,Colin Farrell,Real,1,Colin Farrell
Q000610,ID000077,Colin Farrell,Fake,1,Colin Farrell AI generated
Q000611,ID000077,Colin Farrell,Fake,2,Colin Farrell deepfake
Q000612,ID000077,Colin Farrell,Fake,3,Colin Farrell AI image
Q000613,ID000077,Colin Farrell,Fake,4,Colin Farrell viral deepfake
Q000614,ID000077,Colin Farrell,Fake,5,Colin Farrell synthetic face
Q000615,ID000077,Colin Farrell,Fake,6,Colin Farrell Stable Diffusion
Q000616,ID000077,Colin Farrell,Fake,7,Colin Farrell Midjourney
Q000617,ID000078,Cristanio-Ronaldo,Real,1,Cristanio-Ronaldo
Q000618,ID000078,Cristanio-Ronaldo,Fake,1,Cristanio-Ronaldo AI generated
Q000619,ID000078,Cristanio-Ronaldo,Fake,2,Cristanio-Ronaldo deepfake
Q000620,ID000078,Cristanio-Ronaldo,Fake,3,Cristanio-Ronaldo AI image
Q000621,ID000078,Cristanio-Ronaldo,Fake,4,Cristanio-Ronaldo viral deepfake
Q000622,ID000078,Cristanio-Ronaldo,Fake,5,Cristanio-Ronaldo synthetic face
Q000623,ID000078,Cristanio-Ronaldo,Fake,6,Cristanio-Ronaldo Stable Diffusion
Q000624,ID000078,Cristanio-Ronaldo,Fake,7,Cristanio-Ronaldo Midjourney
Q000625,ID000079,Dan Aykroyd,Real,1,Dan Aykroyd
Q000626,ID000079,Dan Aykroyd,Fake,1,Dan Aykroyd AI generated
Q000627,ID000079,Dan Aykroyd,Fake,2,Dan Aykroyd deepfake
Q000628,ID000079,Dan Aykroyd,Fake,3,Dan Aykroyd AI image
Q000629,ID000079,Dan Aykroyd,Fake,4,Dan Aykroyd viral deepfake
Q000630,ID000079,Dan Aykroyd,Fake,5,Dan Aykroyd synthetic face
Q000631,ID000079,Dan Aykroyd,Fake,6,Dan Aykroyd Stable Diffusion
Q000632,ID000079,Dan Aykroyd,Fake,7,Dan Aykroyd Midjourney
Q000633,ID000080,Daniel Day-Lewis,Real,1,Daniel Day-Lewis
Q000634,ID000080,Daniel Day-Lewis,Fake,1,Daniel Day-Lewis AI generated
Q000635,ID000080,Daniel Day-Lewis,Fake,2,Daniel Day-Lewis deepfake
Q000636,ID000080,Daniel Day-Lewis,Fake,3,Daniel Day-Lewis AI image
Q000637,ID000080,Daniel Day-Lewis,Fake,4,Daniel Day-Lewis viral deepfake
Q000638,ID000080,Daniel Day-Lewis,Fake,5,Daniel Day-Lewis synthetic face
Q000639,ID000080,Daniel Day-Lewis,Fake,6,Daniel Day-Lewis Stable Diffusion
Q000640,ID000080,Daniel Day-Lewis,Fake,7,Daniel Day-Lewis Midjourney
Q000641,ID000081,Daniel Radcliffe,Real,1,Daniel Radcliffe
Q000642,ID000081,Daniel Radcliffe,Fake,1,Daniel Radcliffe AI generated
Q000643,ID000081,Daniel Radcliffe,Fake,2,Daniel Radcliffe deepfake
Q000644,ID000081,Daniel Radcliffe,Fake,3,Daniel Radcliffe AI image
Q000645,ID000081,Daniel Radcliffe,Fake,4,Daniel Radcliffe viral deepfake
Q000646,ID000081,Daniel Radcliffe,Fake,5,Daniel Radcliffe synthetic face
Q000647,ID000081,Daniel Radcliffe,Fake,6,Daniel Radcliffe Stable Diffusion
Q000648,ID000081,Daniel Radcliffe,Fake,7,Daniel Radcliffe Midjourney
Q000649,ID000082,Dasun-Shanaka,Real,1,Dasun-Shanaka
Q000650,ID000082,Dasun-Shanaka,Fake,1,Dasun-Shanaka AI generated
Q000651,ID000082,Dasun-Shanaka,Fake,2,Dasun-Shanaka deepfake
Q000652,ID000082,Dasun-Shanaka,Fake,3,Dasun-Shanaka AI image
Q000653,ID000082,Dasun-Shanaka,Fake,4,Dasun-Shanaka viral deepfake
Q000654,ID000082,Dasun-Shanaka,Fake,5,Dasun-Shanaka synthetic face
Q000655,ID000082,Dasun-Shanaka,Fake,6,Dasun-Shanaka Stable Diffusion
Q000656,ID000082,Dasun-Shanaka,Fake,7,Dasun-Shanaka Midjourney
Q000657,ID000083,David Arquette,Real,1,David Arquette
Q000658,ID000083,David Arquette,Fake,1,David Arquette AI generated
Q000659,ID000083,David Arquette,Fake,2,David Arquette deepfake
Q000660,ID000083,David Arquette,Fake,3,David Arquette AI image
Q000661,ID000083,David Arquette,Fake,4,David Arquette viral deepfake
Q000662,ID000083,David Arquette,Fake,5,David Arquette synthetic face
Q000663,ID000083,David Arquette,Fake,6,David Arquette Stable Diffusion
Q000664,ID000083,David Arquette,Fake,7,David Arquette Midjourney
Q000665,ID000084,David Miller,Real,1,David Miller
Q000666,ID000084,David Miller,Fake,1,David Miller AI generated
Q000667,ID000084,David Miller,Fake,2,David Miller deepfake
Q000668,ID000084,David Miller,Fake,3,David Miller AI image
Q000669,ID000084,David Miller,Fake,4,David Miller viral deepfake
Q000670,ID000084,David Miller,Fake,5,David Miller synthetic face
Q000671,ID000084,David Miller,Fake,6,David Miller Stable Diffusion
Q000672,ID000084,David Miller,Fake,7,David Miller Midjourney
Q000673,ID000085,Demet-Özdemir,Real,1,Demet-Özdemir
Q000674,ID000085,Demet-Özdemir,Fake,1,Demet-Özdemir AI generated
Q000675,ID000085,Demet-Özdemir,Fake,2,Demet-Özdemir deepfake
Q000676,ID000085,Demet-Özdemir,Fake,3,Demet-Özdemir AI image
Q000677,ID000085,Demet-Özdemir,Fake,4,Demet-Özdemir viral deepfake
Q000678,ID000085,Demet-Özdemir,Fake,5,Demet-Özdemir synthetic face
Q000679,ID000085,Demet-Özdemir,Fake,6,Demet-Özdemir Stable Diffusion
Q000680,ID000085,Demet-Özdemir,Fake,7,Demet-Özdemir Midjourney
Q000681,ID000086,Derrick-Henry,Real,1,Derrick-Henry
Q000682,ID000086,Derrick-Henry,Fake,1,Derrick-Henry AI generated
Q000683,ID000086,Derrick-Henry,Fake,2,Derrick-Henry deepfake
Q000684,ID000086,Derrick-Henry,Fake,3,Derrick-Henry AI image
Q000685,ID000086,Derrick-Henry,Fake,4,Derrick-Henry viral deepfake
Q000686,ID000086,Derrick-Henry,Fake,5,Derrick-Henry synthetic face
Q000687,ID000086,Derrick-Henry,Fake,6,Derrick-Henry Stable Diffusion
Q000688,ID000086,Derrick-Henry,Fake,7,Derrick-Henry Midjourney
Q000689,ID000087,Devon Conway,Real,1,Devon Conway
Q000690,ID000087,Devon Conway,Fake,1,Devon Conway AI generated
Q000691,ID000087,Devon Conway,Fake,2,Devon Conway deepfake
Q000692,ID000087,Devon Conway,Fake,3,Devon Conway AI image
Q000693,ID000087,Devon Conway,Fake,4,Devon Conway viral deepfake
Q000694,ID000087,Devon Conway,Fake,5,Devon Conway synthetic face
Q000695,ID000087,Devon Conway,Fake,6,Devon Conway Stable Diffusion
Q000696,ID000087,Devon Conway,Fake,7,Devon Conway Midjourney
Q000697,ID000088,Diane Kruger,Real,1,Diane Kruger
Q000698,ID000088,Diane Kruger,Fake,1,Diane Kruger AI generated
Q000699,ID000088,Diane Kruger,Fake,2,Diane Kruger deepfake
